canonical_row_position,id,item,conditions,list,annotation,trials,size_A,size_B,size_C,size_D,size_E,size_F,color_A,color_B,color_C,color_D,color_E,color_F,form_A,form_B,form_C,form_D,form_E,form_F,sharpness,combination,relevant_property,stimulus_row_index,trials_raw_stimulus,D,C,F,noun,sharpness_raw_stimulus
8740,109,1,brdc,4,DF,2,10,9,3,1,9,2,blue,orange,blue,blue,orange,orange,quadrat,triangle,circle,circle,diamond,diamond,blurred,dimension_color,both,541,2,BR-A,BR-AB,,Aufkleber,blurred
8741,109,2,brcf,4,C,1,10,2,3,1,1,3,brown,brown,grey,grey,brown,grey,circle,quadrat,circle,circle,quadrat,quadrat,blurred,color_form,both,567,1,,BR-CD,BR-CD,Aufkleber,blurred
8742,109,10,brcf,4,CF,1,1,10,1,2,3,9,orange,orange,blue,blue,orange,blue,triangle,diamond,triangle,triangle,diamond,diamond,blurred,color_form,both,549,1,,BR-BA,BR-AB,Aufkleber,blurred
8743,109,15,brdc,4,CF,2,10,9,1,4,10,1,blue,green,blue,blue,green,green,triangle,star,quadrat,quadrat,quadrat,quadrat,blurred,dimension_color,both,685,2,BR-B,BR-AF,,Aufkleber,blurred
8744,109,26,brdc,4,DCF,2,9,9,3,2,10,6,orange,black,orange,orange,black,black,quadrat,heart,quadrat,heart,quadrat,quadrat,blurred,dimension_color,both,748,2,BR-B,BR-BE,,Aufkleber,blurred
8745,109,5,ercf,4,C,4,3,10,10,2,2,1,grey,black,black,black,black,black,quadrat,quadrat,quadrat,quadrat,quadrat,star,blurred,color_form,first,651,4,,R-DE,NR-DE,Aufkleber,blurred
8746,109,11,zrdf,4,F,9,9,10,10,10,10,6,grey,brown,grey,grey,black,grey,circle,quadrat,quadrat,quadrat,quadrat,quadrat,blurred,dimension_form,second,584,9,NR-A,,R-CD,Aufkleber,blurred
8747,109,2,ercf,4,C,4,2,2,1,2,1,2,brown,grey,grey,grey,grey,grey,circle,circle,circle,circle,circle,quadrat,blurred,color_form,first,570,4,,R-CD,NR-CD,Aufkleber,blurred
8748,109,4,brdc,4,DCF,2,9,10,1,3,9,5,orange,brown,orange,orange,brown,brown,star,quadrat,star,quadrat,quadrat,diamond,blurred,dimension_color,both,622,2,BR-A,BR-BC,,Aufkleber,blurred
8749,109,6,erdf,4,D,6,10,1,1,4,1,3,black,grey,orange,black,orange,green,heart,heart,heart,heart,heart,triangle,blurred,dimension_form,first,680,6,R-A,,NR-FA,Aufkleber,blurred
8750,109,3,zrdf,4,F,9,9,9,9,10,10,5,brown,black,black,orange,green,orange,star,heart,heart,heart,heart,heart,blurred,dimension_form,second,602,9,NR-A,,R-EF,Aufkleber,blurred
8751,109,22,zrdf,4,F,9,10,10,10,9,9,2,brown,green,brown,grey,orange,green,diamond,circle,circle,circle,circle,circle,blurred,dimension_form,second,647,9,NR-A,,R-CB,Aufkleber,blurred
8752,109,11,brdf,4,DF,3,9,9,1,5,9,5,orange,black,blue,green,blue,brown,circle,quadrat,circle,circle,quadrat,quadrat,blurred,dimension_form,both,578,3,BR-A,,BR-CD,Aufkleber,blurred
8753,109,4,erdc,4,F,5,9,2,1,5,6,1,orange,orange,orange,orange,orange,brown,star,circle,quadrat,circle,diamond,quadrat,blurred,dimension_color,first,625,5,R-A,NR-BC,,Aufkleber,blurred
8754,109,21,ercf,4,C,4,3,3,1,3,9,10,black,green,green,green,green,green,heart,heart,heart,heart,heart,star,blurred,color_form,first,615,4,,R-EF,NR-FE,Aufkleber,blurred
8755,109,9,zrdf,4,F,9,10,10,9,10,9,1,orange,black,brown,blue,green,grey,circle,heart,heart,heart,heart,heart,blurred,dimension_form,second,764,9,NR-A,,R-CF,Aufkleber,blurred
8756,109,11,erdf,4,DF,6,9,1,4,6,4,6,grey,green,blue,green,orange,orange,circle,circle,circle,circle,circle,quadrat,blurred,dimension_form,first,581,6,R-A,,NR-CD,Aufkleber,blurred
8757,109,5,brcf,4,CF,1,10,2,2,10,9,3,grey,grey,black,black,grey,black,quadrat,star,quadrat,quadrat,star,star,blurred,color_form,both,648,1,,BR-DE,BR-DE,Aufkleber,blurred
8758,109,7,brdc,4,DC,2,10,10,3,5,10,4,blue,grey,blue,blue,grey,grey,heart,quadrat,diamond,circle,quadrat,heart,blurred,dimension_color,both,703,2,BR-A,BR-AD,,Aufkleber,blurred
8759,109,21,zrcf,4,F,7,10,9,2,10,2,10,green,green,green,green,green,black,heart,star,star,star,star,star,blurred,color_form,second,618,7,,NR-FE,R-FE,Aufkleber,blurred
8760,109,8,zrcf,4,F,7,3,2,10,9,10,9,orange,orange,orange,orange,orange,black,star,diamond,diamond,diamond,diamond,diamond,blurred,color_form,second,735,7,,NR-BE,R-BE,Aufkleber,blurred
8761,109,8,brcf,4,CF,1,9,2,9,10,2,10,orange,orange,black,black,orange,black,star,diamond,star,star,diamond,diamond,blurred,color_form,both,729,1,,BR-BE,BR-BE,Aufkleber,blurred
8762,109,4,zrdc,4,C,8,10,10,10,9,9,2,orange,brown,brown,brown,brown,brown,triangle,diamond,quadrat,circle,quadrat,star,blurred,dimension_color,second,628,8,NR-A,R-BC,,Aufkleber,blurred
8763,109,9,brdf,4,DC,3,9,9,2,2,9,5,black,green,blue,green,black,orange,circle,heart,circle,circle,heart,heart,blurred,dimension_form,both,758,3,BR-A,,BR-CF,Aufkleber,blurred
8764,109,27,ercf,4,C,4,9,10,10,10,3,9,brown,green,green,green,green,green,heart,heart,heart,heart,heart,circle,blurred,color_form,first,777,4,,R-CF,NR-FC,Aufkleber,blurred
8765,109,8,ercf,4,C,4,3,9,2,1,10,10,orange,black,black,black,black,black,star,star,star,star,star,diamond,blurred,color_form,first,732,4,,R-BE,NR-BE,Aufkleber,blurred
8766,109,1,zrdc,4,C,8,10,10,9,9,9,6,blue,orange,orange,orange,orange,orange,circle,quadrat,star,diamond,star,heart,blurred,dimension_color,second,547,8,NR-A,R-AB,,Aufkleber,blurred
8767,109,3,erdf,4,CF,6,10,2,3,4,2,4,grey,orange,green,grey,blue,black,star,star,star,star,star,heart,blurred,dimension_form,first,599,6,R-A,,NR-EF,Aufkleber,blurred
8768,109,12,zrdc,4,C,8,10,9,9,9,9,1,green,black,black,black,black,black,star,circle,heart,quadrat,heart,diamond,blurred,dimension_color,second,610,8,NR-B,R-FE,,Aufkleber,blurred
8769,109,20,erdc,4,DCF,5,10,6,6,5,6,1,grey,grey,grey,grey,grey,brown,heart,triangle,triangle,heart,diamond,quadrat,blurred,dimension_color,first,589,5,R-B,NR-DC,,Aufkleber,blurred
8770,109,18,erdc,4,DF,5,9,1,6,1,2,3,green,green,green,green,green,brown,triangle,star,heart,circle,quadrat,quadrat,blurred,dimension_color,first,769,5,R-B,NR-FC,,Aufkleber,blurred
8771,109,13,brcf,4,CF,1,3,9,1,3,9,2,brown,brown,orange,orange,brown,orange,circle,diamond,circle,circle,diamond,diamond,blurred,color_form,both,630,1,,BR-CB,BR-BC,Aufkleber,blurred
8772,109,22,brdf,4,DF,3,10,9,2,6,9,5,black,orange,black,green,brown,orange,diamond,circle,diamond,diamond,circle,circle,blurred,dimension_form,both,641,3,BR-A,,BR-CB,Aufkleber,blurred
8773,109,19,erdf,4,C,6,9,1,6,5,1,2,green,blue,green,green,grey,brown,diamond,diamond,diamond,diamond,diamond,triangle,blurred,dimension_form,first,563,6,R-A,,NR-BA,Aufkleber,blurred
8774,109,26,erdc,4,DF,5,10,4,4,5,4,1,black,black,black,black,black,orange,quadrat,quadrat,quadrat,heart,quadrat,heart,blurred,dimension_color,first,751,5,R-B,NR-EB,,Aufkleber,blurred
8775,109,16,ercf,4,C,4,10,1,3,10,3,1,grey,blue,blue,blue,blue,blue,triangle,triangle,triangle,triangle,triangle,quadrat,blurred,color_form,first,714,4,,R-DA,NR-AD,Aufkleber,blurred
8776,110,6,brcf,2,CF,1,3,2,3,2,10,1,green,green,blue,blue,green,blue,heart,triangle,heart,heart,triangle,triangle,sharp,color_form,both,135,1,,BR-FA,BR-FA,Aufkleber,sharp
8777,110,22,ercf,2,C,4,3,2,2,9,3,1,orange,brown,brown,brown,brown,brown,diamond,diamond,diamond,diamond,diamond,circle,sharp,color_form,first,102,4,,R-BC,NR-CB,Aufkleber,sharp
8778,110,11,zrcf,2,F,7,3,2,10,1,10,2,grey,grey,grey,grey,grey,brown,circle,quadrat,quadrat,quadrat,quadrat,quadrat,sharp,color_form,second,42,7,,NR-DC,R-CD,Aufkleber,sharp
8779,110,22,zrcf,2,F,7,3,3,9,1,3,2,brown,brown,brown,brown,brown,orange,diamond,circle,circle,circle,circle,circle,sharp,color_form,second,105,7,,NR-CB,R-CB,Aufkleber,sharp
8780,110,1,erdf,2,C,6,9,1,1,1,2,1,brown,brown,brown,brown,grey,brown,triangle,triangle,triangle,triangle,triangle,diamond,sharp,dimension_form,first,5,6,R-A,,NR-AB,Aufkleber,sharp
8781,110,8,brdc,2,CF,2,9,10,1,3,9,2,orange,black,orange,orange,black,black,quadrat,quadrat,quadrat,circle,star,circle,sharp,dimension_color,both,190,2,BR-B,BR-BE,,Aufkleber,sharp
8782,110,25,brcf,2,CF,1,1,1,3,2,2,2,blue,blue,grey,grey,blue,grey,quadrat,triangle,quadrat,quadrat,triangle,triangle,sharp,color_form,both,180,1,,BR-AD,BR-DA,Aufkleber,sharp
8783,110,10,erdc,2,D,5,10,2,2,1,3,2,orange,orange,orange,orange,orange,blue,diamond,heart,heart,star,quadrat,star,sharp,dimension_color,first,13,5,R-B,NR-BA,,Aufkleber,sharp
8784,110,1,zrdf,2,F,9,9,10,9,10,9,2,black,black,green,brown,green,brown,triangle,diamond,diamond,diamond,diamond,diamond,sharp,dimension_form,second,8,9,NR-A,,R-AB,Aufkleber,sharp
8785,110,9,ercf,2,C,4,2,9,9,1,10,9,brown,green,green,green,green,green,circle,circle,circle,circle,circle,heart,sharp,color_form,first,219,4,,R-CF,NR-CF,Aufkleber,sharp
8786,110,20,zrdf,2,F,9,10,10,10,10,10,1,orange,brown,grey,green,orange,orange,quadrat,circle,circle,circle,circle,circle,sharp,dimension_form,second,53,9,NR-B,,R-DC,Aufkleber,sharp
8787,110,21,erdc,2,D,5,10,2,3,3,1,3,green,green,green,green,green,black,star,circle,heart,circle,star,quadrat,sharp,dimension_color,first,76,5,R-A,NR-FE,,Aufkleber,sharp
8788,110,12,brdf,2,C,3,9,9,2,2,10,2,grey,blue,black,grey,grey,orange,star,heart,star,star,heart,heart,sharp,dimension_form,both,65,3,BR-B,,BR-EF,Aufkleber,sharp
8789,110,8,erdc,2,D,5,9,2,1,3,1,3,orange,orange,orange,orange,orange,black,star,circle,triangle,heart,quadrat,quadrat,sharp,dimension_color,first,193,5,R-B,NR-BE,,Aufkleber,sharp
8790,110,15,brdf,2,DF,3,10,10,3,3,10,3,grey,brown,blue,black,brown,orange,heart,triangle,heart,heart,triangle,triangle,sharp,dimension_form,both,146,3,BR-B,,BR-FA,Aufkleber,sharp
8791,110,24,zrdc,2,C,8,9,10,9,10,10,2,green,blue,blue,blue,blue,blue,star,heart,diamond,heart,quadrat,quadrat,sharp,dimension_color,second,160,8,NR-A,R-FA,,Aufkleber,sharp
8792,110,18,brdf,2,CF,3,9,10,2,1,9,1,grey,green,green,blue,green,orange,circle,heart,circle,circle,heart,heart,sharp,dimension_form,both,227,3,BR-B,,BR-CF,Aufkleber,sharp
8793,110,15,erdf,2,D,6,9,1,2,1,2,2,black,black,black,green,orange,brown,heart,heart,heart,heart,heart,triangle,sharp,dimension_form,first,149,6,R-B,,NR-FA,Aufkleber,sharp
8794,110,13,brdc,2,DCF,2,9,9,2,3,9,1,brown,orange,brown,brown,orange,orange,circle,triangle,star,star,quadrat,circle,sharp,dimension_color,both,91,2,BR-B,BR-CB,,Aufkleber,sharp
8795,110,2,erdc,2,F,5,10,2,2,2,3,2,brown,brown,brown,brown,brown,grey,diamond,heart,quadrat,triangle,diamond,heart,sharp,dimension_color,first,31,5,R-B,NR-CD,,Aufkleber,sharp
8796,110,4,zrdf,2,F,9,9,10,10,10,9,2,black,grey,brown,orange,blue,green,circle,diamond,diamond,diamond,diamond,diamond,sharp,dimension_form,second,89,9,NR-A,,R-BC,Aufkleber,sharp
8797,110,5,zrdc,2,C,8,10,10,9,9,10,3,grey,black,black,black,black,black,heart,star,quadrat,circle,star,star,sharp,dimension_color,second,115,8,NR-B,R-DE,,Aufkleber,sharp
8798,110,26,zrdf,2,F,9,10,10,9,9,9,2,blue,green,brown,grey,orange,orange,diamond,star,star,star,star,star,sharp,dimension_form,second,215,9,NR-B,,R-EB,Aufkleber,sharp
8799,110,14,ercf,2,C,4,9,10,10,9,3,10,black,grey,grey,grey,grey,grey,quadrat,quadrat,quadrat,quadrat,quadrat,star,sharp,color_form,first,120,4,,R-ED,NR-DE,Aufkleber,sharp
8800,110,7,brdf,2,DC,3,9,9,1,1,10,2,brown,black,orange,green,black,grey,triangle,quadrat,triangle,triangle,quadrat,quadrat,sharp,dimension_form,both,164,3,BR-A,,BR-AD,Aufkleber,sharp
8801,110,7,erdf,2,DC,6,10,3,3,3,3,3,brown,green,green,black,blue,brown,triangle,triangle,triangle,triangle,triangle,quadrat,sharp,dimension_form,first,167,6,R-A,,NR-AD,Aufkleber,sharp
8802,110,19,ercf,2,C,4,3,3,2,3,2,10,blue,orange,orange,orange,orange,orange,diamond,diamond,diamond,diamond,diamond,triangle,sharp,color_form,first,21,4,,R-AB,NR-BA,Aufkleber,sharp
8803,110,10,brdc,2,DCF,2,9,10,1,2,10,1,orange,blue,orange,orange,blue,blue,quadrat,quadrat,triangle,quadrat,heart,triangle,sharp,dimension_color,both,10,2,BR-B,BR-BA,,Aufkleber,sharp
8804,110,18,erdf,2,D,6,10,1,3,2,1,2,black,brown,brown,grey,grey,green,circle,circle,circle,circle,circle,heart,sharp,dimension_form,first,230,6,R-B,,NR-CF,Aufkleber,sharp
8805,110,4,erdf,2,D,6,10,3,2,2,2,2,green,blue,blue,black,brown,grey,circle,circle,circle,circle,circle,diamond,sharp,dimension_form,first,86,6,R-A,,NR-BC,Aufkleber,sharp
8806,110,7,zrdf,2,F,9,9,10,10,10,9,1,blue,brown,orange,grey,black,brown,triangle,quadrat,quadrat,quadrat,quadrat,quadrat,sharp,dimension_form,second,170,9,NR-A,,R-AD,Aufkleber,sharp
8807,110,21,zrdc,2,C,8,10,10,9,9,10,1,black,green,green,green,green,green,heart,diamond,triangle,triangle,heart,star,sharp,dimension_color,second,79,8,NR-A,R-EF,,Aufkleber,sharp
8808,110,19,zrcf,2,F,7,3,1,9,2,9,9,orange,orange,orange,orange,orange,blue,diamond,triangle,triangle,triangle,triangle,triangle,sharp,color_form,second,24,7,,NR-BA,R-BA,Aufkleber,sharp
8809,110,17,ercf,2,C,4,2,10,1,1,10,9,black,orange,orange,orange,orange,orange,star,star,star,star,star,diamond,sharp,color_form,first,201,4,,R-EB,NR-BE,Aufkleber,sharp
8810,110,3,zrcf,2,F,7,3,3,2,10,3,1,black,black,black,black,black,green,star,heart,heart,heart,heart,heart,sharp,color_form,second,60,7,,NR-EF,R-EF,Aufkleber,sharp
8811,110,22,brcf,2,CF,1,2,1,9,3,2,1,orange,orange,brown,brown,orange,brown,diamond,circle,diamond,diamond,circle,circle,sharp,color_form,both,99,1,,BR-BC,BR-CB,Aufkleber,sharp
8812,110,2,zrdc,2,C,8,9,9,10,9,9,1,brown,grey,grey,grey,grey,grey,circle,star,circle,star,star,star,sharp,dimension_color,second,34,8,NR-B,R-CD,,Aufkleber,sharp
8813,110,3,ercf,2,C,4,3,9,9,10,2,1,black,green,green,green,green,green,star,star,star,star,star,heart,sharp,color_form,first,57,4,,R-EF,NR-EF,Aufkleber,sharp
8814,110,20,brdf,2,DF,3,9,9,1,3,10,3,green,orange,green,blue,green,black,quadrat,circle,quadrat,quadrat,circle,circle,sharp,dimension_form,both,47,3,BR-B,,BR-DC,Aufkleber,sharp
8815,110,6,zrcf,2,F,7,9,9,1,1,9,1,green,green,green,green,green,blue,heart,triangle,triangle,triangle,triangle,triangle,sharp,color_form,second,141,7,,NR-FA,R-FA,Aufkleber,sharp
8816,110,6,ercf,2,C,4,3,9,10,10,2,3,green,blue,blue,blue,blue,blue,heart,heart,heart,heart,heart,triangle,sharp,color_form,first,138,4,,R-FA,NR-FA,Aufkleber,sharp
8817,110,2,brdc,2,DCF,2,10,10,2,3,9,3,brown,grey,brown,brown,grey,grey,star,triangle,diamond,quadrat,triangle,triangle,sharp,dimension_color,both,28,2,BR-B,BR-CD,,Aufkleber,sharp
8818,110,13,zrdc,2,C,8,9,9,10,10,10,3,brown,orange,orange,orange,orange,orange,quadrat,triangle,circle,heart,quadrat,diamond,sharp,dimension_color,second,97,8,NR-B,R-CB,,Aufkleber,sharp
8819,110,21,brdc,2,CF,2,9,9,3,2,9,2,black,green,black,black,green,green,star,quadrat,diamond,quadrat,quadrat,triangle,sharp,dimension_color,both,73,2,BR-A,BR-EF,,Aufkleber,sharp
8820,110,9,brcf,2,CF,1,2,9,2,2,3,10,brown,brown,green,green,brown,green,circle,heart,circle,circle,heart,heart,sharp,color_form,both,216,1,,BR-CF,BR-CF,Aufkleber,sharp
8821,110,27,erdc,2,D,5,10,3,1,1,3,2,green,green,green,green,green,brown,triangle,heart,heart,circle,heart,heart,sharp,dimension_color,first,238,5,R-A,NR-FC,,Aufkleber,sharp
8822,110,10,zrdc,2,C,8,10,10,9,9,10,3,orange,blue,blue,blue,blue,blue,triangle,star,circle,quadrat,triangle,quadrat,sharp,dimension_color,second,16,8,NR-B,R-BA,,Aufkleber,sharp
8823,110,27,brdc,2,DC,2,9,9,2,1,10,2,brown,green,brown,brown,green,green,quadrat,quadrat,quadrat,diamond,circle,quadrat,sharp,dimension_color,both,235,2,BR-A,BR-CF,,Aufkleber,sharp
8824,110,5,brdc,2,DC,2,10,10,1,3,9,3,grey,black,grey,grey,black,black,quadrat,quadrat,heart,diamond,circle,diamond,sharp,dimension_color,both,109,2,BR-B,BR-DE,,Aufkleber,sharp
8825,110,26,brdf,2,C,3,9,10,1,1,10,1,green,grey,brown,brown,brown,blue,diamond,star,diamond,diamond,star,star,sharp,dimension_form,both,209,3,BR-B,,BR-EB,Aufkleber,sharp
8826,110,11,brcf,2,CF,1,9,2,10,3,1,9,grey,grey,brown,brown,grey,brown,circle,quadrat,circle,circle,quadrat,quadrat,sharp,color_form,both,36,1,,BR-DC,BR-CD,Aufkleber,sharp
8827,110,16,brdc,2,F,2,10,9,3,2,10,2,grey,blue,grey,grey,blue,blue,diamond,quadrat,quadrat,diamond,quadrat,quadrat,sharp,dimension_color,both,172,2,BR-B,BR-DA,,Aufkleber,sharp
8828,110,1,brdf,2,CF,3,10,10,3,2,10,1,green,grey,black,orange,grey,orange,triangle,diamond,triangle,triangle,diamond,diamond,sharp,dimension_form,both,2,3,BR-A,,BR-AB,Aufkleber,sharp
8829,110,14,brcf,2,CF,1,2,9,3,2,3,2,black,black,grey,grey,black,grey,quadrat,star,quadrat,quadrat,star,star,sharp,color_form,both,117,1,,BR-ED,BR-DE,Aufkleber,sharp
8830,110,18,zrdf,2,F,9,9,10,9,10,9,2,grey,grey,black,orange,blue,grey,circle,heart,heart,heart,heart,heart,sharp,dimension_form,second,233,9,NR-B,,R-CF,Aufkleber,sharp
8831,110,16,erdc,2,D,5,9,1,1,3,2,2,grey,grey,grey,grey,grey,blue,diamond,diamond,diamond,quadrat,diamond,quadrat,sharp,dimension_color,first,175,5,R-B,NR-DA,,Aufkleber,sharp
8832,110,27,zrdc,2,C,8,10,10,10,9,10,1,brown,green,green,green,green,green,quadrat,triangle,circle,heart,circle,star,sharp,dimension_color,second,241,8,NR-A,R-CF,,Aufkleber,sharp
8833,110,14,zrcf,2,F,7,9,9,2,9,10,3,black,black,black,black,black,grey,quadrat,star,star,star,star,star,sharp,color_form,second,123,7,,NR-ED,R-DE,Aufkleber,sharp
8834,110,3,brcf,2,CF,1,2,1,2,2,1,3,black,black,green,green,black,green,star,heart,star,star,heart,heart,sharp,color_form,both,54,1,,BR-EF,BR-EF,Aufkleber,sharp
8835,110,25,zrcf,2,F,7,3,10,10,9,2,1,grey,grey,grey,grey,grey,blue,quadrat,triangle,triangle,triangle,triangle,triangle,sharp,color_form,second,186,7,,NR-DA,R-DA,Aufkleber,sharp
8836,110,24,brdc,2,DCF,2,10,9,1,2,10,1,green,blue,green,green,blue,blue,star,heart,star,circle,quadrat,quadrat,sharp,dimension_color,both,154,2,BR-A,BR-FA,,Aufkleber,sharp
8837,110,23,zrdf,2,F,9,10,9,9,10,10,1,brown,green,green,green,green,grey,star,quadrat,quadrat,quadrat,quadrat,quadrat,sharp,dimension_form,second,134,9,NR-B,,R-ED,Aufkleber,sharp
8838,110,24,erdc,2,DF,5,9,2,3,2,3,1,blue,blue,blue,blue,blue,green,circle,circle,triangle,star,triangle,star,sharp,dimension_color,first,157,5,R-A,NR-AF,,Aufkleber,sharp
8839,110,15,zrdf,2,F,9,9,10,10,10,10,1,green,black,blue,brown,black,blue,heart,triangle,triangle,triangle,triangle,triangle,sharp,dimension_form,second,152,9,NR-B,,R-FA,Aufkleber,sharp
8840,110,23,brdf,2,C,3,10,10,2,3,9,3,black,black,green,orange,green,blue,star,quadrat,star,star,quadrat,quadrat,sharp,dimension_form,both,128,3,BR-B,,BR-ED,Aufkleber,sharp
8841,110,12,zrdf,2,F,9,9,9,9,9,9,1,brown,blue,grey,grey,green,black,star,heart,heart,heart,heart,heart,sharp,dimension_form,second,71,9,NR-B,,R-EF,Aufkleber,sharp
8842,110,4,brdf,2,CF,3,10,9,1,2,9,2,orange,orange,grey,blue,grey,blue,circle,diamond,circle,circle,diamond,diamond,sharp,dimension_form,both,83,3,BR-A,,BR-BC,Aufkleber,sharp
8843,110,12,erdf,2,D,6,9,1,3,2,3,2,black,black,brown,black,grey,blue,star,star,star,star,star,heart,sharp,dimension_form,first,68,6,R-B,,NR-EF,Aufkleber,sharp
8844,110,13,erdc,2,D,5,10,1,2,3,3,2,brown,brown,brown,brown,brown,orange,quadrat,quadrat,heart,heart,triangle,star,sharp,dimension_color,first,94,5,R-B,NR-CB,,Aufkleber,sharp
8845,110,20,erdf,2,D,6,9,2,3,2,2,3,black,grey,green,brown,grey,orange,quadrat,quadrat,quadrat,quadrat,quadrat,circle,sharp,dimension_form,first,50,6,R-B,,NR-DC,Aufkleber,sharp
8846,110,25,ercf,2,C,4,9,3,1,9,9,10,blue,grey,grey,grey,grey,grey,quadrat,quadrat,quadrat,quadrat,quadrat,triangle,sharp,color_form,first,183,4,,R-AD,NR-DA,Aufkleber,sharp
8847,110,5,erdc,2,D,5,10,1,3,1,2,3,grey,grey,grey,grey,grey,black,heart,diamond,triangle,circle,heart,circle,sharp,dimension_color,first,112,5,R-B,NR-DE,,Aufkleber,sharp
8848,110,9,zrcf,2,F,7,9,10,1,2,3,2,brown,brown,brown,brown,brown,green,circle,heart,heart,heart,heart,heart,sharp,color_form,second,222,7,,NR-CF,R-CF,Aufkleber,sharp
8849,110,17,brcf,2,CF,1,3,2,1,9,3,9,black,black,orange,orange,black,orange,star,diamond,star,star,diamond,diamond,sharp,color_form,both,198,1,,BR-EB,BR-BE,Aufkleber,sharp
8850,110,8,zrdc,2,C,8,9,9,9,10,9,2,orange,black,black,black,black,black,quadrat,quadrat,triangle,diamond,quadrat,heart,sharp,dimension_color,second,196,8,NR-B,R-BE,,Aufkleber,sharp
8851,110,16,zrdc,2,C,8,10,9,10,10,9,2,grey,blue,blue,blue,blue,blue,star,star,quadrat,triangle,quadrat,quadrat,sharp,dimension_color,second,178,8,NR-B,R-DA,,Aufkleber,sharp
8852,110,23,erdf,2,D,6,10,2,3,2,3,1,brown,orange,green,orange,grey,brown,star,star,star,star,star,quadrat,sharp,dimension_form,first,131,6,R-B,,NR-ED,Aufkleber,sharp
8853,110,26,erdf,2,D,6,10,3,1,3,1,3,grey,black,green,black,grey,blue,diamond,diamond,diamond,diamond,diamond,star,sharp,dimension_form,first,212,6,R-B,,NR-EB,Aufkleber,sharp
8854,110,11,ercf,2,C,4,1,3,2,10,1,1,grey,brown,brown,brown,brown,brown,circle,circle,circle,circle,circle,quadrat,sharp,color_form,first,39,4,,R-DC,NR-CD,Aufkleber,sharp
8855,110,19,brcf,2,CF,1,9,2,3,1,9,2,blue,blue,orange,orange,blue,orange,diamond,triangle,diamond,diamond,triangle,triangle,sharp,color_form,both,18,1,,BR-AB,BR-BA,Aufkleber,sharp
8856,110,17,zrcf,2,F,7,10,3,9,2,9,3,black,black,black,black,black,orange,star,diamond,diamond,diamond,diamond,diamond,sharp,color_form,second,204,7,,NR-EB,R-BE,Aufkleber,sharp
8857,111,22,ercf,5,CF,4,9,9,3,2,1,2,orange,brown,brown,brown,brown,brown,diamond,diamond,diamond,diamond,diamond,circle,blurred,color_form,first,642,4,,R-BC,NR-CB,Aufkleber,blurred
8858,111,26,zrdf,5,CF,9,9,10,9,9,9,2,green,brown,brown,blue,orange,black,diamond,star,star,star,star,star,blurred,dimension_form,second,755,9,NR-B,,R-EB,Aufkleber,blurred
8859,111,24,zrdc,5,CF,8,10,10,9,9,10,6,green,blue,blue,blue,blue,blue,quadrat,circle,circle,star,quadrat,quadrat,blurred,dimension_color,second,700,8,NR-A,R-FA,,Aufkleber,blurred
8860,111,11,zrcf,5,CF,7,10,10,2,3,1,1,grey,grey,grey,grey,grey,brown,circle,quadrat,quadrat,quadrat,quadrat,quadrat,blurred,color_form,second,582,7,,NR-DC,R-CD,Aufkleber,blurred
8861,111,21,brdc,5,CF,2,10,9,5,4,10,3,black,green,black,black,green,green,triangle,triangle,diamond,heart,quadrat,star,blurred,dimension_color,both,613,2,BR-A,BR-EF,,Aufkleber,blurred
8862,111,6,brcf,5,CF,1,10,10,2,3,9,9,green,green,blue,blue,green,blue,heart,triangle,heart,heart,triangle,triangle,blurred,color_form,both,675,1,,BR-FA,BR-FA,Aufkleber,blurred
8863,111,3,zrcf,5,CF,7,9,9,3,3,3,3,black,black,black,black,black,green,star,heart,heart,heart,heart,heart,blurred,color_form,second,600,7,,NR-EF,R-EF,Aufkleber,blurred
8864,111,17,ercf,5,CF,4,10,1,9,3,10,10,black,orange,orange,orange,orange,orange,star,star,star,star,star,diamond,blurred,color_form,first,741,4,,R-EB,NR-BE,Aufkleber,blurred
8865,111,8,erdc,5,DCF,5,10,2,5,3,2,3,orange,orange,orange,orange,orange,black,diamond,quadrat,star,heart,quadrat,diamond,blurred,dimension_color,first,733,5,R-B,NR-BE,,Aufkleber,blurred
8866,111,24,erdc,5,DCF,5,10,1,1,5,5,4,blue,blue,blue,blue,blue,green,circle,diamond,circle,triangle,circle,quadrat,blurred,dimension_color,first,697,5,R-A,NR-AF,,Aufkleber,blurred
8867,111,23,zrdf,5,F,9,9,9,9,9,9,5,blue,green,green,green,blue,brown,star,quadrat,quadrat,quadrat,quadrat,quadrat,blurred,dimension_form,second,674,9,NR-B,,R-ED,Aufkleber,blurred
8868,111,7,brdf,5,DF,3,10,10,3,5,10,4,grey,blue,orange,blue,orange,orange,triangle,quadrat,triangle,triangle,quadrat,quadrat,blurred,dimension_form,both,704,3,BR-A,,BR-AD,Aufkleber,blurred
8869,111,19,zrcf,5,F,7,3,10,2,10,3,10,orange,orange,orange,orange,orange,blue,diamond,triangle,triangle,triangle,triangle,triangle,blurred,color_form,second,564,7,,NR-BA,R-BA,Aufkleber,blurred
8870,111,12,erdf,5,DF,6,10,1,2,4,1,4,grey,brown,black,grey,blue,orange,star,star,star,star,star,heart,blurred,dimension_form,first,608,6,R-B,,NR-EF,Aufkleber,blurred
